id,label,canopy,comment_count,reply_count,mention_count,thread_count,total_likes,avg_likes,first_timestamp,last_timestamp,threads,text_sample
119419377912877056,ur_angelbby,canopy_071,1,0,0,0,11,11.0,1780488658,1780488658,[],jujur sering kepikiran ini jugaa wkwk d
6509672677845843969,nirwanajune,canopy_022,1,0,0,0,0,0.0,1782212185,1782212185,[],Iya lagi. Ktp ketinggalan aja panik june🫧
6523428105334456322,yourtiramisuuu,canopy_051,1,0,0,0,10,10.0,1779713184,1779713184,[],"Wkwkw selalu mikir gini, makanya kemana2 bawa dompet Misya"
6530552777457238017,mhrlnmusaa_,canopy_055,1,0,0,0,4,4.0,1782036544,1782036544,[],kl gw selalu ngabarin tmn random biar kl gw ilang atau knp” dia bisa jd saksi gw lagi dimana😭 elin 🖤
6539111130748452865,iniyugo,canopy_024,1,0,0,0,42,42.0,1779685702,1779685702,[],ini mah emang normal sih Yugooo
6589861717978136578,nimaskasihkrisetiarti,canopy_038,1,0,0,0,3,3.0,1779694941,1779694941,[],Makany bapakku marah klo aku gabawa dompet ternyata ini alasannya kalo dijalan ada apa2😭 Nimas Kasih
6616200298652958722,min_insya14,canopy_052,1,0,0,0,2,2.0,1779893816,1779893816,[],pernah mikir gini juga dulu bahkan pernah juga buka semua lock HP biar bisa lgsg hubungi keluarga😁 min14
6688554928719643649,zrrrrrr64,canopy_049,1,0,0,0,9,9.0,1779670059,1779670059,[],"semenjak dewasa gw kemana mana selalu bawa dompet, ya walaupun isinya cuman 10k🗿 ijarr"
6706433608792802305,4apph,canopy_089,1,0,0,0,2,2.0,1780806055,1780806055,[],kontak mama dan bapa harus disematkan biar klo gw kenapa² diperjalanan org² bisa hubungi langsung ke wa ortu gw🥲 ˢᵐᵒˡˡ əififah
6733504201782395905,abizawalwiguna,canopy_009,1,0,0,0,3095,3095.0,1779682731,1779682731,[],"lah gw kira ini normal, gw selalu mikir gini kalo keluar. setidaknya ada yang tau identitas gua misal gua kenapa"" abi"
6744584940111905794,rksrtika_,canopy_018,1,0,0,0,7,7.0,1779845510,1779845510,[],tim yang KTP selalu di taro di jok motor ➷ ikkaa ✮
6754421722797048833,adz_.0._,canopy_010,1,0,0,0,14,14.0,1779652926,1779652926,[],"Gua pernah, saat di perjalanan jauh, kunci layar HP gua sengaja di nonaktifkan. 𝘧𝘳𝘪𝘦𝘯𝘥𝘴𝘩𝘪𝘱☄🇨🇳"
6796501145089229825,xwaa15,canopy_083,1,0,0,0,0,0.0,1782182028,1782182028,[],ko sama ya tiap kali bepergian slalu mkir gini😔 haw🅰️
