id,label,canopy,comment_count,reply_count,mention_count,thread_count,total_likes,avg_likes,first_timestamp,last_timestamp,threads,text_sample
106026740199636992,nn.land,canopy_185,1,0,0,0,3,3.0,1779761437,1779761437,[],"Iya oy, duit cash di dompet cuma puluhan ribu. Tapi identitas lah yg bisa membantu aku kembali ke rumah orang tuaku🥺 awl🐣"
119419377912877056,ur_angelbby,canopy_071,1,0,0,0,11,11.0,1780488658,1780488658,[],jujur sering kepikiran ini jugaa wkwk d
121271840324419584,by.rochee,canopy_297,1,0,0,0,3,3.0,1780591092,1780591092,[],Ga kefikiran sumpah. Gua selama ini cashless jadi gapernah bawa dompet Preloved.byrochee
134975594403930112,ellba.anaside,canopy_137,1,0,0,0,1,1.0,1780375199,1780375199,[],"meski ga bawa dompet KTP ku selalu aku bawa. aku selalu mikir, kalau ada apa apa biar yg nolong bisa langsung ngabarin keluargaku😭 Ellba🧚‍♀️"
1690141112168498,v4eryn_,canopy_001,1,0,1,0,0,0.0,1781152225,1781152225,[],@YUUD:lah kirain pemikiran gw doang yg kaya gini nesyα.
6509672677845843969,nirwanajune,canopy_022,1,0,0,0,0,0.0,1782212185,1782212185,[],Iya lagi. Ktp ketinggalan aja panik june🫧
6522784619803181057,6rowup,canopy_262,1,0,0,0,4,4.0,1779625662,1779625662,[],iya lagi wkkwkw 🤣 growup
6523428105334456322,yourtiramisuuu,canopy_051,1,0,0,0,10,10.0,1779713184,1779713184,[],"Wkwkw selalu mikir gini, makanya kemana2 bawa dompet Misya"
6528922039171481602,iiraffel,canopy_268,1,0,0,0,1,1.0,1779884326,1779884326,[],"sebagai orang yang apa apa serba cashless, video ini membuatku berfikir ulang 😁 Rapel"
6529308456757985282,anakk.tengahh,canopy_174,1,0,0,0,3,3.0,1779855509,1779855509,[],"iyalagi,knp dah pikiranku sejauh itu😭 I'm Faoo"
6530552777457238017,mhrlnmusaa_,canopy_055,1,0,0,0,4,4.0,1782036544,1782036544,[],kl gw selalu ngabarin tmn random biar kl gw ilang atau knp” dia bisa jd saksi gw lagi dimana😭 elin 🖤
6534977541097570305,4ndyyjie,canopy_105,1,0,0,0,2,2.0,1780210718,1780210718,[],"ayahku pernah bilang ""sekalipun ga bawa dompet, harus tetep bawa ktp dan kartu nama ayah, supaya sewaktu-waktu ada apa-apa ayah bisa tau"" myth-ji"
6539111130748452865,iniyugo,canopy_024,1,0,0,0,42,42.0,1779685702,1779685702,[],ini mah emang normal sih Yugooo
6541639334453215233,anaknyamikasa,canopy_154,1,0,0,0,2,2.0,1781080929,1781080929,[],"sumpah dompetku gaada cashnya, tp masih ku bawa kmn², kata mamaku biar KLO ada apa² bisa jaga² jadi gampang😭. p maksud yg gampang Koro Sensei"
6545402399622742017,im_solonelyv,canopy_300,1,0,0,0,1,1.0,1779749985,1779749985,[],POV* mau bawa motor kejalan Anddizzy.
6549151766277226498,aniafania2,canopy_279,1,0,0,0,1,1.0,1779689043,1779689043,[],aku juga mkirnya gni😭 Ania Fania
6551544070509002753,giatii_nurr1,canopy_311,1,0,0,0,1,1.0,1779777603,1779777603,[],"kau juga sllu bawa kartu identitas. pikiranku sllu yg enggak"" soalnya 🥺 Gii🫶"
6587370056387461121,abciskaa_,canopy_432,1,0,0,0,1,1.0,1779689220,1779689220,[],"rill, aku biasanya kemana mana selalu bawa dompet yang isinya kartu identitas aku, terus pernah suatu pagi ak lupa ga bawa dan tepat di pagi itu juga aku kecelakaan sampe geger otak dan luka parah di muka & gigi patah. di situ bingung banget buat urusan administrasi karena ga baw"
6587752430208942081,edogans111,canopy_332,1,0,0,0,0,0.0,1781027233,1781027233,[],for real barangkali yak ada apa apa di jalan 😁 SuPerman™°
6589861717978136578,nimaskasihkrisetiarti,canopy_038,1,0,0,0,3,3.0,1779694941,1779694941,[],Makany bapakku marah klo aku gabawa dompet ternyata ini alasannya kalo dijalan ada apa2😭 Nimas Kasih
6594351527597654017,halazia1589,canopy_323,1,0,0,0,1,1.0,1779710546,1779710546,[],"aku ktp dan bpjs selaku di bawa. biar kalo ada apa2, bisa tau identitas ku HalaZia_Nuna"
6596423911494434817,mas_all927,canopy_169,1,0,0,0,3,3.0,1779631904,1779631904,[],itu fikiran orang tua gw gw dri dulu ga suka bawa dompet pas bikin KTP di suruh make dompet biar KTP kebawa Mulu pdhl ribet klo bawa dompet Bokirrr Uyee 🕳️🤸
6602756020421099521,mieayam_312,canopy_228,1,0,0,0,1,1.0,1779689737,1779689737,[],bener bgt takut kenapa dijalan😭😭😭 pecinta mie🍜
6603246825996615681,restyeolie,canopy_080,1,0,0,0,2,2.0,1779798822,1779798822,[],"haha sama bgt, takut bgt gabawa KTP 😭 reynli"
6603342286892646401,chilia589,canopy_394,1,0,0,0,1,1.0,1779776233,1779776233,[],"Pas aku kecelakaan, ktp ku viral🤣🤣 soalnya aku sama keponakan ku doang di rantauan, dia magang dan aku lupa nama sama trmpat magangnya. Aku masih engap”an malah ditanya polisi jadinya lupa semua. Trus kata polisi gak bisa ini gak bisa, trus ktp ku viral di pemerintahan 😂 sampai s"
